演藝團體名稱,申請類別,立案字號,主管機關,主管機關代碼,團址,網址
午後之樹爵士樂團,音樂,1197,臺北市政府文化局,379590000E,臺北市中山區長春路378號3樓,http://www.afternoontree.com/
長庚合唱團,音樂,1196,臺北市政府文化局,379590000E,臺北市中正區忠孝西路一段7號中央大樓1樓,
EmotionalMachine專業舞蹈團隊,舞蹈,1195,臺北市政府文化局,379590000E,臺北市松山區八德路四段755號6F之2,http://www.facebook.com/empdt.tw
台灣聾劇團,戲劇,1194,臺北市政府文化局,379590000E,臺北市萬華區漢口街73號5樓之11,
蘇恩嬅歌劇團,戲劇,1193,臺北市政府文化局,379590000E,臺北市士林區社新里15鄰延平北路六段205號3樓,http://tw.myblog.yahoo.com/jw!ztXWOPGBBAJVoVAjxW5baZ7HN10-
童想導聆室內樂團,音樂,1190,臺北市政府文化局,379590000E,臺北市中正區師大路170號7樓之7,
菲林癲視環境劇場,舞蹈,1189,臺北市政府文化局,379590000E,臺北市士林區承德里14鄰承德路四段58巷50號2樓,
涵妮舞集,舞蹈,1188,臺北市政府文化局,379590000E,臺北市內湖區成功路四段54號3樓,
天狼星口琴樂團,音樂,1187,臺北市政府文化局,379590000E,臺北市文山區萬慶街32巷24號1樓,http://www.siriusharp.idv.tw/
268鼓Fun,音樂,1186,臺北市政府文化局,379590000E,臺北市大安區新生南路一段139巷12號1樓,
豪華朗機工,雜藝,1184,臺北市政府文化局,379590000E,臺北市信義區松隆路125號7F之10,
本事劇團,戲劇,1182,臺北市政府文化局,379590000E,臺北市南港區東新街180巷11號7樓,
鋼琴小姐室內樂團,音樂,1180,臺北市政府文化局,379590000E,臺北市大安區龍泉街19號1樓,
曼丁加卡波耶拉巴西藝術團,舞蹈,1179,臺北市政府文化局,379590000E,臺北市大安區富陽街97號12F,http://www.facebook.com/CapoeiraMandingaTW
周先生與舞者們,舞蹈,1178,臺北市政府文化局,379590000E,臺北市信義區基隆路1段155號11樓之2,http://www.chou.org.tw
水月演劇社,戲劇,1177,臺北市政府文化局,379590000E,臺北市士林區忠誠路2段10巷48號3樓,
就愛探戈舞團,舞蹈,1176,臺北市政府文化局,379590000E,臺北市信義區忠孝東路5段412號16樓之1,
台北音樂工作坊,音樂,1175,臺北市政府文化局,379590000E,臺北市中山區南京東路1段86號10樓之4,
聲協樂集,音樂,1174,臺北市政府文化局,379590000E,臺北市中正區忠孝東路2段29號3樓,
立方計劃空間,雜藝,1173,臺北市政府文化局,379590000E,臺北市中正區羅斯福路4段136巷1弄13號2樓,http://thecubespace.com/
知了劇團,戲劇,1172,臺北市政府文化局,379590000E,臺北市文山區萬興里指南路二段45巷6弄13號4樓,http://knowtheater.pixnet.net/blog
嘉風京劇團,戲劇,1170,臺北市政府文化局,379590000E,臺北市南港區舊庄街一段262巷2弄1號4樓,
奧賽德工廠,雜藝,1169,臺北市政府文化局,379590000E,臺北市信義區基隆路二段23號5樓之1,
台北基督教兒童合唱團團友隊,音樂,1168,臺北市政府文化局,379590000E,臺北市北投區西安街1段175號2F,http://tccchorus.org
野孩子肢體劇場,戲劇,1166,臺北市政府文化局,379590000E,臺北市大安區永康街23巷40之1號2樓,
台北劇場實驗室,戲劇,1165,臺北市政府文化局,379590000E,臺北市中山區松江路87號11樓,https://taipeitheatrelab.wordpress.com/ 
優尼克室內樂團,音樂,1164,臺北市政府文化局,379590000E,臺北市萬華區莒光路252號,
台大校友管樂團,音樂,1163,臺北市政府文化局,379590000E,臺北市大同區重慶北路3段124號１樓,
Solo Taiwan 說了台灣,戲劇,1162,臺北市政府文化局,379590000E,臺北市南港區福德街312號3樓,
給我報報睜眼社,戲劇,1161,臺北市政府文化局,379590000E,臺北市大安區建國南路一段286巷27號3樓,
原潮舞集,舞蹈,1160,臺北市政府文化局,379590000E,臺北市內湖區台北市內湖區陽光街70-1號,
云想工作坊,音樂,1159,臺北市政府文化局,379590000E,臺北市內湖區康樂街72巷17弄30之1號3樓,
竹圍工作室,雜藝,1158,臺北市政府文化局,379590000E,臺北市中正區漢口街1段82號5樓,http://bambooculture.com
星韻創意合唱團,音樂,1157,臺北市政府文化局,379590000E,臺北市中正區和平西路2段70巷8弄8號,http://www.luck.uuu.to
隨想室內樂團,音樂,1156,臺北市政府文化局,379590000E,臺北市大安區文昌街273號3樓,http://www.facebook.com/Capriccio.Chamber#!/Capriccio.Chamber
鳴石樂集,音樂,1153,臺北市政府文化局,379590000E,臺北市中正區仁愛路2段34號5樓,www.TTMusicSpace.com
小劇場學校,戲劇,1152,臺北市政府文化局,379590000E,臺北市中正區汀州路二段205號2樓,
怡樂長笛室內樂團,音樂,1151,臺北市政府文化局,379590000E,臺北市大安區忠孝東路四段299號七樓之一,http://ensemble.ichelee.com/
戀舞天空佛拉明哥舞團,舞蹈,1150,臺北市政府文化局,379590000E,臺北市大安區羅斯福路二段101巷9號地下1樓,http://www.mimbreflamenco.com
臺北傳統戲劇團,戲劇,1149,臺北市政府文化局,379590000E,臺北市內湖區江南街71巷75弄15號7樓,
舞人島 Dancing Island,舞蹈,1148,臺北市政府文化局,379590000E,臺北市中山區新生北路1段67號8樓之1,
紐瑪室內樂團,音樂,1147,臺北市政府文化局,379590000E,臺北市松山區八德路三段71巷9弄3號B1,
彩虹抓馬劇團,戲劇,1146,臺北市政府文化局,379590000E,臺北市文山區萬和街六號一樓,http://www.rainbowkids.org.tw/
