序號,主管機關文件代碼,補習班中文名稱,補習班中文住址,電話,立案日期,立案文號,教室數,教室面積,班舍總面積
1201,7456,臺北市私立吉言文理技藝短期補習班,111士林區士東路272號1樓,28330156,2015/12/3,北市教終字第10441638100號,3,56.77,105.69
1202,7459,創勝文教股份有限公司附設臺北市私立創勝文教英語短期補習班,104中山區朱崙街60號2樓、2樓之1、2樓之2,27713072,2015/12/9,北市教終字第10441732800號,2,105.71,193.89
1203,7454,臺北市私立地衣森林美術短期補習班,106大安區和平東路3段123號4樓之2,27322195,2015/12/2,北市教終字第10441638800號,3,45.85,99.15
1204,7453,臺北市私立藝想天開文理美術音樂短期補習班,106大安區和平東路1段266號2樓,23636299,2015/11/19,北市教終字第10441109700號,6,79.1,147.5
1205,7452,臺北市私立吉事達文理短期補習班,106大安區敦化南路2段172巷5弄4號2樓,27339160,2015/11/9,北市教終字第10440934400號,4,57.58,115.28
1206,7449,臺北市私立黃照文理短期補習班,106大安區和平東路2段76巷5弄7號1樓,27366585,2015/11/2,北市教終字第10440849800號,2,34.9,81.4
1207,7458,臺北市私立維中文理技藝短期補習班大業分班,112北投區大業路707號1樓,28950518,2015/12/4,北市教終字第10441723900號,3,47.05,96.47
1208,7448,臺北市私立好學生文理短期補習班,106大安區仁愛路4段71巷28號2樓,27218218,2015/10/30,北市教終字第10440182900號,4,57.51,87.59
1209,7445,奇異松股份有限公司附設臺北市私立懷恩文理短期補習班,104中山區松江路289之404號4樓,25180793,2015/10/13,北市教終字第10439407000號,2,56.59,149.83
1210,7441,臺北市私立鴻博文理短期補習班,106大安區復興南路1段323號9樓,27000330,2015/10/13,北市教終字第10439515800號,5,59.35,181.39
1211,7438,脈思文化事業股份有限公司附設臺北市私立脈思文教文理技藝短期補習班,106大安區忠孝東路4段73之9號10樓,27786886,2015/9/25,北市教終字第10439172000號,5,70.27,149.39
1212,7437,及幼文化出版股份有限公司附設臺北市私立哥大英語短期補習班新生三分班,106大安區新生南路2段2號5樓,23910800,2015/9/25,北市教終字第10439274400號,4,79.03,143.66
1213,7436,喜樂泉源股份有限公司附設臺北市私立希伯崙語文文理短期補習班龍門分班,106大安區和平東路2段34號6樓,77308567,2015/9/25,北市教終字第10438845500號,3,56.56,113.11
1214,7435,五感計畫有限公司附設臺北市私立微笑音符文理技藝短期補習班,106大安區忠孝東路3段88號2樓之2,27784633,2015/9/22,北市教終字第10439050200號,3,44.01,71.08
1215,7443,臺北市私立宜勤文理短期補習班,111士林區天母東路43巷4弄1號2樓,28772227,2015/10/13,北市教終字第10439515600號,2,51.16,94.33
1216,7446,臺北市私立佳禾文理短期補習班,112北投區石牌路1段39巷80弄32號1樓,28275609,2015/10/16,北市教終字第10439973700號,3,41.98,80.95
1217,7439,臺北市私立東成文理短期補習班,114內湖區康樂街61巷15弄8號1樓,26310351,2015/10/1,北市教終字第10439029000號,2,56.74,74.11
1218,7433,臺北市私立全宥文理短期補習班東小分班,114內湖區東湖路113巷21號,26309969,2015/9/9,北市教終字第10438707500號,3,45.46,96.92
1219,7427,臺北市私立江氏智慧型文理短期補習班,111士林區忠誠路2段112號1樓,28726001,2015/8/26,北市教終字第10438002700號,3,47.3,118.82
1220,7428,臺北市私立好朋友吉他音樂短期補習班,100中正區羅斯福路3段140巷5號1樓,23643460,2015/8/27,北市教終字第10438225900號,5,30.76,92.78
1221,7421,友馨股份有限公司附設臺北市私立友馨瑜珈舞蹈短期補習班,106大安區和平東路3段76號2樓,27362585,2015/8/14,北市教終字第10437199300號,1,43.22,108.11
1222,7420,奇異松股份有限公司附設臺北市私立奇異鳥懷恩美語文理短期補習班,104中山區松江路293之203號2樓,25185186,2015/8/14,北市教終字第10437539600號,2,68.73,149.83
1223,7418,臺北市私立全勝室內設計裝修短期補習班,100中正區南昌路2段70號10樓,33651818,2015/8/12,北市教終字第10437531800號,2,76.31,124.76
1224,7407,臺北市私立上陞文理短期補習班,104中山區吉林路364號2樓,25868583,2015/7/7,北市教終字第10436263500號,4,48.32,116.19
1225,7406,英塔克留遊學諮詢顧問有限公司附設臺北市私立愛學習語文文理短期補習班,106大安區忠孝東路4段169號7樓,02-27783100,2015/7/3,北市教終字第10436249300號,5,110.41,161.61
1226,7403,臺北市私立保合文理短期補習班,106大安區復興南路2段286號5樓,27384195,2015/6/24,北市教終字第10435803200號,2,49.34,88.71
1227,7405,臺北市私立優佳文理短期補習班,116文山區興隆路4段128號1樓,29377019,2015/7/3,北市教終字第10436028100號,2,35.5,82.01
1228,7416,臺北市私立勤韻音樂短期補習班,114內湖區麗山街68巷18號1樓,87971893,2015/7/31,北市教終字第10437057800號,5,37.54,74.44
1229,7414,臺北市私立多加音樂短期補習班,114內湖區港華街73號1樓,26588969,2015/7/31,北市教終字第10437059300號,5,35.23,88.72
1230,7402,臺北市私立李佩玲舞蹈短期補習班,105松山區南京東路4段50號12樓之2,25770007,2015/6/23,北市教終字第10435659500號,1,122.14,149.74
1231,7399,臺北市私立宸遠文理短期補習班,112北投區石牌路1段65號1樓、2樓,28202360,2015/6/12,北市教終字第10435366900號,1,40.55,100.16
1232,7397,臺北市私立星星文理短期補習班,112北投區大業路703號1樓,28988383,2015/6/8,北市教終字第10435120500號,5,51.78,96.47
1233,7398,臺北市私立教教我文理短期補習班,111士林區中山北路6段754巷25號1樓,28710888,2015/6/8,北市教終字第10435258200號,9,35.22,71.97
1234,7379,臺北市私立天空文理短期補習班,104中山區明水路557巷17號1樓,25338263,2015/3/30,北市教終字第10432067500號,3,51.92,118.13
1235,7134,臺北市私立天氣晴美術文理短期補習班,105松山區民生東路5段175號2樓,27658805,2013/5/7,北市教社字第10231584300號,3,41.29,143.92
1236,7396,臺北市私立楓樹美語文理技藝短期補習班,106大安區光復南路262號2樓之3,02-8773-6622,2015/6/4,北市教終字第10433545400號,4,79.14,122.23
1237,7392,臺北市私立豐樹文理技藝短期補習班,103大同區民生西路272號1樓,25508318,2015/5/15,北市教終字第10433347900號,6,123.47,411.08
1238,7387,臺北市私立文城文理短期補習班內湖分班,114內湖區內湖路1段629巷49號1樓,26570351,2015/5/8,北市教終字第10433195900號,1,33.94,74.76
1239,7391,臺北市私立凱淇音樂短期補習班,106大安區和平東路3段70之2號2樓,23784308,2015/5/15,北市教終字第10433423400號,6,37.87,72.38
1240,7390,臺北市私立覓方美術短期補習班,106大安區復興南路2段175之2號4樓,27090187,2015/5/14,北市教終字第10433379500號,1,66.84,82.78
1241,7389,臺北市私立仁大文理短期補習班復興分班,106大安區敦化南路1段270巷6號2樓之2,6613-1304,2015/5/12,北市教終字第10433274900號,4,70.55,134.82
1242,7388,臺北市私立小袋鼠文理技藝短期補習班,108萬華區東園街35巷50號1樓,23392565,2015/5/11,北市教終字第10433304400號,5,67.47,108.56
1243,7386,臺北市私立麒麟文理短期補習班,112北投區致遠二路7號1樓,28261776,2015/5/11,北市教終字第10433275000號,2,41.24,78.75
1244,7384,臺北市私立嘉發語文短期補習班,116文山區木新路3段155巷1號地下1樓,29371300,2015/5/1,北市教終字第10432226500號,3,74.61,119.44
1245,7383,臺北市私立明音奧福文理短期補習班,111士林區大北路109號1樓、2樓、3樓,28812731,2015/4/23,北市教終字第10432942100號,7,101.43,179.55
1246,7381,時代國際文教有限公司附設臺北市私立時代國際語文短期補習班士林二分班,111士林區中正路255號5樓,28815500,2015/4/14,北市教終字第10432352400號,4,156.35,191.04
1247,7380,時代國際文教有限公司附設臺北市私立時代國際語文短期補習班士林分班,111士林區中正路255號4樓,28815500,2015/4/14,北市教終字第10432352300號,4,97.55,193.82
1248,7374,臺北市私立世新文理語文短期補習班,103大同區重慶北路3段328號1樓、2樓,25982757,2015/3/20,北市教終字第10431986800號,3,80.09,139.4
1249,7353,臺北市私立美樂地音樂短期補習班,106大安區安居街59號1樓,27388282,2015/1/8,北市教終字第10342414500號,4,42.67,96.04
1250,7369,臺北市私立新概念文理短期補習班,103大同區承德路2段12號2樓之2,25506339,2015/2/26,北市教終字第10430369100號,4,45.15,114.77
1251,7367,臺北市私立礪智文理短期補習班,105松山區三民路82號1樓,25282195,2015/2/17,北市教終字第10430342000號,1,49.7,97.95
1252,7317,臺北市私立思創築學文理短期補習班,100中正區南昌路1段51巷1號3樓、51巷3弄1號3樓,23560504,2014/10/21,北市教終字第10339886900號,3,50.28,104.12
1253,6820,中華語文國際教育股份有限公司附設臺北市私立中華語文短期補習班,100中正區羅斯福路3段50號4樓,23678228,2011/6/1,北市教社字第10035468900號,11,117.84,282.56
1254,7365,臺北市私立楊基文理短期補習班石牌分班,112北投區實踐街72號1樓、74號1樓,28273361,2015/2/16,北市教終字第10430342200號,5,80.99,163.8
1255,7364,臺北市私立蘇荷美術技藝短期補習班大安分班,106大安區和平東路1段182之1號2樓,23682731,2015/2/13,北市教終字第10430383800號,2,66.63,119.23
1256,7361,臺北市私立苙均文理美術短期補習班建安分班,106大安區復興南路2段125巷19號1樓,27096006,2015/1/30,北市教終字第10430154700號,4,47.77,97.67
1257,7359,臺北市私立杜老師文理短期補習班,115南港區富康街33號2樓,27887119,2015/1/27,北市教終字第10343436800號 ,4,57.08,114.52
1258,7357,臺北市私立自在空間文理技藝短期補習班,111士林區天母東路47號2樓,28768882,2015/1/23,北市教終字第10430058400號,5,62.03,119.01
1259,7356,臺北市私立台北佺真文理短期補習班,114內湖區東湖路10號2樓,02-2633-5015,2015/1/20,北市教終字第10343465200號,2,35.48,78.47
1260,7350,臺北市私立和音語文文理短期補習班,114內湖區成功路4段166號4樓,87928777,2014/12/29,北市教終字第10342519700號,7,105.19,251.32
1261,7352,好未來文教有限公司附設臺北市私立好未來文理短期補習班,116文山區景華街22巷2號1樓,29330521,2015/1/5,北市教終字第10342681400號,1,32.99,105.95
1262,7349,臺北市私立四集文理短期補習班,112北投區致遠一路1段57號1樓、59號1樓,28200050,2014/12/16,北市教終字第10342571100號,3,77.12,147.26
1263,7348,臺北市私立潘安文理短期補習班,114內湖區成功路4段12號4樓,02-87914401,2014/12/27,北市教終字第10342567600號,5,64.12,127.6
1264,7347,遨兒音樂股份有限公司附設臺北市私立遨兒音樂短期補習班,105松山區南京東路4段77號6樓之2,25472269,2014/12/22,北市教終字第10342630500號,2,99.5,199.3
1265,7342,臺北市私立學冠文理短期補習班民權分班,105松山區新中街12之5號1樓,87875610,2014/12/18,北市教終字第10341690400號,2,41.01,92.72
1266,7345,臺北市私立張赫數學文理短期補習班第一分班,104中山區明水路397巷19弄28號地下1樓,25326899,2014/12/23,北市教終字第10342548700號,2,108.51,141.97
1267,7252,臺北市私立力文文理短期補習班木新分班,116文山區木新路3段315號2樓,2939-0219,2014/4/24,北市教終字第10332586100號,3,37.77,82.34
1268,7340,復臨文教事業股份有限公司附設臺北市私立復臨卓越文理技藝短期補習班,111士林區美德街99號3樓、4樓及5樓,88664000,2014/12/9,北市教終字第10341632600號,12,650.89,1241.8
1269,7341,臺北市私立衣世代服裝設計短期補習班,110信義區基隆路1段127號7樓之3,27686831,2014/12/15,北市教終字第10341678200號,2,43.69,95.52
1270,7339,臺北市私立立達文理短期補習班,108萬華區中華路1段160號2樓,23117227,2014/12/1,北市教終字第10341648900號,1,44.14,101.81
1271,7338,臺北市私立恩迪文理短期補習班健康分班,105松山區延壽街330巷7弄20號1樓,25288982,2014/11/1,北市教終字第10341588800號,3,44.15,74.77
1272,7333,臺北市私立禾駱本部文理短期補習班,116文山區一壽街48號1樓,22345936,2014/11/19,北市教終字第10341448500號,5,73.52,139.79
1273,7325,臺北市私立華理文理短期補習班西園分班,108萬華區西園路2段109號3樓,23082827,2014/10/31,北市教終字第10340152800號,2,40.89,100.12
1274,7336,笛飛兒顧問有限公司附設臺北市私立笛寶文理短期補習班,106大安區信義路4段57號5樓,23255685,2014/11/21,北市教終字第10341566300號,3,46.55,126.49
1275,7334,臺北市私立時代國際語文短期補習班忠孝三分班,106大安區忠孝東路4段166號4樓之3,27752700,2014/11/18,北市教終字第10341354000號,5,120.5,193.37
1276,7332,大樹國際文化企業股份有限公司附設臺北市私立新新文理短期補習班,106大安區新生南路3段14之1號3樓,23630202,2014/11/17,北市教終字第10341350600號,2,77.37,115.14
1277,7330,臺北市私立檑克屋美語文理短期補習班,106大安區樂利路11巷15號1樓及5巷14弄4號1樓,23782200,2014/11/11,北市教終字第10339973500號,4,195.99,260.8
1278,7329,臺北市私立集樂府文理技藝短期補習班,104中山區龍江路367號2樓,25072768,2014/11/7,北市教終字第10340316600號,5,35.09,105.26
1279,7326,及幼文化出版股份有限公司附設臺北市私立哥大英語文理短期補習班新生二分班,106大安區新生南路2段2號4樓之4,23910808,2014/11/5,北市教終字第10340247400號,3,77.55,131.77
1280,7194,臺北市私立加利福尼亞美語短期補習班,112北投區實踐街73、77號1樓,2823-8155,2013/10/24,北市教社字第10239183000號,4,66.8,159
1281,7239,臺北市私立唐傑文理短期補習班,110信義區光復南路417號2樓之5,27588786,2014/3/13,北市教終字第10330499000號,4,37.64,79.98
1282,7322,臺北市私立美恩音樂技藝短期補習班,111士林區忠誠路1段126號2樓,88665663,2014/10/29,北市教終字第10340158600號,3,37.04,99.78
1283,7324,臺北市私立學好系統語文文理短期補習班,111士林區德行東路236號2樓,(02)28748586,2014/10/31,北市教終字第10340052000號,4,77.72,172.58
1284,7319,舞育文創有限公司附設臺北市私立舞動世界和平技藝短期補習班,106大安區復興南路2段293之3號3樓之1,27372242,2014/10/24,北市教終字第10339972700號,1,53.17,109.41
